Industrial	alternating_current_power	Alternating-Current Power Systems	Electrical generation and distribution systems using alternating current for efficient voltage transformation and long-distance transmission.	electricity,electrical_grid_early_distribution,electric_motor
Industrial	power_transformers	Power Transformers	Electromagnetic devices that step AC voltage up or down for efficient transmission, distribution, and isolation.	alternating_current_power,electric_motor,advanced_metallurgy_medieval
Industrial	steam_turbine_power_generation	Steam Turbine Power Generation	Rotary turbine generators that convert high-pressure steam into large-scale electric power.	steam_engine,electricity,mass_production
Industrial	hydroelectric_power_plants	Hydroelectric Power Plants	Power stations that convert falling or flowing water into electricity through turbines and generators.	electricity,watermills,steam_turbine_power_generation
Modern	high_voltage_transmission	High-Voltage Transmission	Electrical transmission lines and substations that move bulk power over long distances at high voltage.	power_transformers,electrical_grid_early_distribution,alternating_current_power
Modern	power_electronics	Power Electronics	Solid-state circuits that convert, switch, and control electric power for drives, grids, renewables, and vehicles.	semiconductors,integrated_circuits,electric_motor
Modern	combined_cycle_gas_turbines	Combined-Cycle Gas Turbines	Power plants that combine gas turbines and steam cycles to improve fuel efficiency and operational flexibility.	steam_turbine_power_generation,internal_combustion_engine,electrical_grid_early_distribution
Modern	smart_grids	Smart Grids	Electric grids with sensors, communications, automation, and analytics for monitoring, control, reliability, and distributed resources.	high_voltage_transmission,power_electronics,cloud_computing_distributed_systems
Modern	pumped_hydro_storage	Pumped Hydro Storage	Grid-scale storage that pumps water uphill when power is cheap and releases it through turbines when power is needed.	hydroelectric_power_plants,electrical_grid_early_distribution,process_control_instrumentation
Modern	utility_scale_solar_pv	Utility-Scale Solar PV	Large photovoltaic plants with inverters, trackers, controls, and grid interconnection for bulk electricity generation.	solar_photovoltaics,power_electronics,high_voltage_transmission
Modern	wind_turbine_power_electronics	Wind Turbine Power Electronics	Converters and controls that condition variable wind-turbine output for reliable grid integration.	wind_turbine_farms,power_electronics,smart_grids
Future	long_duration_energy_storage	Long-Duration Energy Storage	Grid storage systems designed to discharge over many hours, days, or seasons to support high-renewable electricity systems.	grid_scale_battery_storage,smart_grids,pumped_hydro_storage
Modern	liquid_fuel_rockets	Liquid-Fuel Rockets	Rocket engines using pumped or pressurized liquid propellants for controllable high-performance thrust.	rocketry,advanced_chemistry,precision_mechanics_miniaturization
Modern	orbital_launch_vehicles	Orbital Launch Vehicles	Multi-stage rockets capable of accelerating payloads to orbital velocity and deploying spacecraft.	liquid_fuel_rockets,rocketry,radar_radio_detection_and_ranging
Modern	spacecraft_guidance_navigation_control	Spacecraft Guidance, Navigation & Control	Sensors, actuators, computers, and algorithms that determine and control spacecraft position, attitude, and trajectory.	orbital_launch_vehicles,computers_early,process_control_instrumentation
Modern	communications_satellites	Communications Satellites	Artificial satellites that relay radio, television, telephone, internet, and data signals across large regions.	satellite_technology,radio,telecommunications
Modern	earth_observation_satellites	Earth Observation Satellites	Orbital platforms carrying optical, radar, thermal, or multispectral sensors for mapping, weather, climate, and security.	satellite_technology,digital_photography_ccd_cmos_sensors,radar_radio_detection_and_ranging
Modern	space_telescopes	Space Telescopes	Orbital observatories that place telescopes above atmospheric distortion and absorption for astronomical observations.	satellite_technology,advanced_optics_space_based,digital_photography_ccd_cmos_sensors
Modern	reusable_launch_vehicles	Reusable Launch Vehicles	Launch systems designed to recover and refly major stages or spacecraft to reduce launch cost and cadence limits.	orbital_launch_vehicles,spacecraft_guidance_navigation_control,advanced_materials_science
Modern	smallsat_cubesats	SmallSats & CubeSats	Standardized small spacecraft that lower satellite development cost and enable rapid educational, commercial, and scientific missions.	satellite_technology,integrated_circuits,solar_photovoltaics
Modern	satellite_constellations	Satellite Constellations	Coordinated groups of satellites providing coverage, revisit rate, communications capacity, or navigation performance beyond one spacecraft.	smallsat_cubesats,communications_satellites,gps
Future	on_orbit_servicing	On-Orbit Servicing	Spacecraft operations that inspect, refuel, repair, upgrade, tow, or assemble satellites and structures in orbit.	spacecraft_guidance_navigation_control,robotics,satellite_technology
Modern	servo_control_systems	Servo Control Systems	Closed-loop actuator systems that use feedback to control position, speed, torque, or force precisely.	electric_motor,process_control_instrumentation,cybernetics
Modern	robotic_manipulators	Robotic Manipulators	Programmable mechanical arms and end effectors for positioning, grasping, welding, assembly, and handling tasks.	servo_control_systems,precision_mechanics_miniaturization,numerical_control_automated_machining
Modern	industrial_robot_arms	Industrial Robot Arms	Robotic manipulators deployed in factories for welding, painting, assembly, machine tending, and material handling.	robotic_manipulators,computer_aided_manufacturing_cam_systems,mass_production
Modern	machine_vision_robotics	Machine Vision for Robotics	Camera, lighting, and image-processing systems that let robots inspect objects, locate parts, and guide actions.	robotic_manipulators,digital_photography_ccd_cmos_sensors,computer_vision_deep_learning
Modern	mobile_robot_navigation	Mobile Robot Navigation	Robotic systems that plan and execute motion through environments using sensing, localization, maps, and control.	robotics,gps,cybernetics
Modern	slam_robotics	SLAM Robotics	Simultaneous localization and mapping methods that let robots build maps while estimating their own position.	mobile_robot_navigation,computer_vision_deep_learning,algorithms_computation_theory
Modern	collaborative_robots_cobots	Collaborative Robots	Robots designed to work near people with force limits, sensing, safety controls, and easier programming.	industrial_robot_arms,machine_vision_robotics,servo_control_systems
Modern	surgical_robotics	Surgical Robotics	Robotic systems that assist minimally invasive surgery through precise instruments, teleoperation, imaging, and motion scaling.	robotic_manipulators,laparoscopic_surgery,machine_vision_robotics
Modern	warehouse_autonomous_mobile_robots	Warehouse Autonomous Mobile Robots	Mobile robots that move inventory, carts, or shelves through warehouses using navigation, fleet control, and integration with logistics software.	mobile_robot_navigation,warehouse_barcode_automation,supply_chain_management_software
Modern	drone_autonomy	Drone Autonomy	Autonomous flight control, perception, planning, and fleet operations for uncrewed aerial vehicles.	autonomous_vehicle_stack,gps_guided_logistics,edge_ai_inference
Future	humanoid_general_purpose_robots	Humanoid General-Purpose Robots	Mobile manipulation robots designed to perform varied human-environment tasks using dexterous hardware and foundation-model control.	robotic_manipulators,mobile_robot_navigation,foundation_models
Future	verified_safe_robot_learning	Verified Safe Robot Learning	Robotic learning systems constrained by formal checks, simulation, runtime monitors, and safety cases before acting in the physical world.	verifiable_ai_reasoning_systems,robotics,digital_twins
