Modern	computed_tomography_ct	Computed Tomography (CT)	Medical imaging that reconstructs cross-sectional body images from many X-ray measurements and computer processing.	x_ray_imaging,computers_early,digital_signal_processing
Modern	mammography_screening	Mammography Screening	Low-dose X-ray imaging optimized for breast cancer screening, diagnosis, and follow-up.	x_ray_imaging,medicine_clinical,digital_signal_processing
Modern	nuclear_medicine_imaging	Nuclear Medicine Imaging	Diagnostic imaging that uses radioactive tracers to measure physiological function inside the body.	radioactivity_discovery,medicine_clinical,particle_accelerators
Modern	positron_emission_tomography_pet	Positron Emission Tomography (PET)	Functional imaging method that detects coincident gamma rays from positron-emitting tracers to map metabolism and physiology.	nuclear_medicine_imaging,computed_tomography_ct,digital_signal_processing
Modern	clinical_laboratory_automation	Clinical Laboratory Automation	Automated instruments and workflows for high-throughput clinical chemistry, hematology, microbiology, and immunoassay testing.	medicine_clinical,electronics,computers_early
Modern	immunoassay_diagnostics	Immunoassay Diagnostics	Laboratory tests that use antibody-antigen binding to detect hormones, proteins, pathogens, and biomarkers.	clinical_laboratory_automation,antibiotics,advanced_chemistry
Modern	pcr_diagnostics	PCR Diagnostics	Molecular diagnostic tests that amplify nucleic acids to detect pathogens, mutations, or genetic markers.	pcr_polymerase_chain_reaction,dna_sequencing,clinical_laboratory_automation
Modern	point_of_care_testing	Point-of-Care Testing	Portable diagnostic tests performed near patients for rapid clinical decisions outside centralized laboratories.	immunoassay_diagnostics,lab_on_a_chip,electronic_health_records
Modern	pulse_oximetry	Pulse Oximetry	Noninvasive optical monitoring of arterial oxygen saturation and pulse using photoplethysmography.	led_lighting_efficient_illumination,medicine_clinical,digital_signal_processing
Future	ai_diagnostic_decision_support	AI Diagnostic Decision Support	Clinical systems that combine imaging, laboratory, records, and guidelines to assist diagnosis under auditable medical oversight.	electronic_health_records,computer_vision_deep_learning,model_evaluation_benchmarks
Industrial	municipal_wastewater_treatment	Municipal Wastewater Treatment	Engineered systems that remove solids, pathogens, organic matter, and nutrients from sewage before discharge or reuse.	public_sanitation_modern,advanced_chemistry,process_control_instrumentation
Modern	activated_sludge_process	Activated Sludge Process	Biological wastewater treatment using aerated microbial flocs to break down organic pollution.	municipal_wastewater_treatment,advanced_chemistry,process_control_instrumentation
Modern	air_quality_monitoring	Air Quality Monitoring	Instrument networks that measure pollutants such as particulates, ozone, nitrogen oxides, sulfur dioxide, and volatile organic compounds.	electronics,advanced_chemistry,meteorology_advanced
Modern	catalytic_converters_vehicle_emissions	Catalytic Converters	Vehicle exhaust treatment devices that use catalysts to reduce carbon monoxide, hydrocarbons, and nitrogen oxides.	automobile,advanced_chemistry,material_science_lightweight_alloys
Modern	climate_models_general_circulation	Climate Models & General Circulation Models	Computer models that simulate atmosphere, ocean, land, ice, and energy flows to project climate behavior.	meteorology_advanced,supercomputing,statistics_advanced_data_analysis
Modern	greenhouse_gas_inventories	Greenhouse Gas Inventories	Standardized accounting systems for estimating, reporting, and verifying greenhouse gas emissions and removals.	carbon_accounting_software,statistics_advanced_data_analysis,environmentalism_ecology
Modern	carbon_capture_and_storage	Carbon Capture and Storage	Systems that separate carbon dioxide from industrial or power-plant streams and store it underground or in durable products.	advanced_chemistry,deep_drilling_technology,carbon_accounting_software
Modern	environmental_dna_monitoring	Environmental DNA Monitoring	Biodiversity and pathogen surveillance using DNA shed into water, soil, or air samples.	dna_sequencing,genomic_epidemiology,environmentalism_ecology
Modern	disaster_early_warning_systems	Disaster Early Warning Systems	Sensor, forecast, communication, and response systems that warn communities before floods, storms, fires, tsunamis, or other hazards.	meteorology_advanced,earth_observation_analytics,telecommunications
Future	direct_air_capture	Direct Air Capture	Engineered systems that chemically remove carbon dioxide directly from ambient air for storage or use.	carbon_capture_and_storage,renewable_energy_systems,advanced_materials_science
Industrial	mechanized_tractors	Mechanized Tractors	Self-propelled farm vehicles that provide mobile power for plowing, hauling, planting, and later many field operations.	internal_combustion_engine,plow,mass_production
Industrial	chemical_fertilizers	Chemical Fertilizers	Manufactured nutrient inputs such as nitrogen, phosphorus, and potassium fertilizers used to raise crop yields.	advanced_chemistry,synthetic_ammonia_research,agriculture
Industrial	combine_harvesters	Combine Harvesters	Machines that combine reaping, threshing, and winnowing grain into one mechanized harvest operation.	mechanized_tractors,agriculture_advances_medieval,mass_production
Modern	pesticide_herbicide_systems	Pesticide & Herbicide Systems	Chemical and application technologies for controlling insects, weeds, fungi, and other agricultural pests.	advanced_chemistry,mechanized_tractors,chemical_fertilizers
Modern	hybrid_seed_production	Hybrid Seed Production	Controlled plant breeding and seed multiplication systems that produce high-yielding hybrid crop varieties.	seed_selection,genetics_mendel,green_revolution_agriculture
Modern	genetically_modified_crops	Genetically Modified Crops	Crop varieties engineered with specific genetic traits such as pest resistance, herbicide tolerance, or nutritional changes.	genetic_engineering,hybrid_seed_production,green_revolution_agriculture
Modern	drip_irrigation	Drip Irrigation	Low-pressure irrigation that delivers water directly to plant roots through emitters and tubing.	irrigation,plastics,water_quality_ordinances
Modern	hydroponics	Hydroponics	Soilless crop production using nutrient solutions, controlled water chemistry, and managed root-zone environments.	horticulture,advanced_chemistry,filters_membranes_early
Modern	controlled_environment_agriculture	Controlled-Environment Agriculture	Indoor or enclosed farming systems that control light, temperature, humidity, nutrients, and carbon dioxide for crop production.	horticulture,hydroponics,air_conditioning
Modern	agricultural_drones	Agricultural Drones	Uncrewed aerial systems used for crop scouting, spraying, mapping, livestock monitoring, and field analytics.	drone_autonomy,precision_agriculture,digital_photography_ccd_cmos_sensors
Future	climate_resilient_crop_breeding	Climate-Resilient Crop Breeding	Breeding and genomic selection programs for crops tolerant to heat, drought, flooding, salinity, pests, and shifting seasons.	genetically_modified_crops,climate_models_general_circulation,plant_breeding_hybridization
