Modern	p_n_junction_diode	P-N Junction Diode	Semiconductor diode formed by joining p-type and n-type regions, enabling rectification and later optoelectronic devices.	semiconductors,electronics,quantum_physics
Modern	silicon_planar_process	Silicon Planar Process	Fabrication method using silicon dioxide masking and surface passivation to make reliable, mass-producible silicon devices.	semiconductors,photolithography,clean_rooms
Modern	mosfet_transistors	MOSFET Transistors	Field-effect transistors controlled through an insulated gate, becoming the dominant switching device for dense digital integrated circuits.	transistors,semiconductors,silicon_planar_process
Modern	cmos_logic	CMOS Logic	Complementary MOS circuits using paired n-channel and p-channel MOSFETs for low-power digital logic.	mosfet_transistors,integrated_circuits
Modern	photoresist_chemistry	Photoresist Chemistry	Light-sensitive polymer systems that define fine circuit patterns during semiconductor lithography.	photolithography,advanced_chemistry,clean_rooms
Modern	semiconductor_photomasks	Semiconductor Photomasks	High-precision patterned masks or reticles used to project circuit layouts onto photoresist-coated wafers.	photolithography,precision_mechanics_miniaturization,integrated_circuits
Modern	ion_implantation	Ion Implantation	Semiconductor doping method that accelerates ions into wafers to precisely control transistor electrical properties.	semiconductors,particle_accelerators,vacuum_technology_early
Modern	plasma_etching	Plasma Etching	Dry etching process that uses reactive plasmas to remove selected thin-film materials in microfabrication.	photolithography,plasma_physics,clean_rooms
Modern	chemical_vapor_deposition	Chemical Vapor Deposition	Thin-film deposition process that forms solid materials on wafers from reactive gases.	advanced_chemistry,vacuum_technology_early,semiconductors
Modern	atomic_layer_deposition	Atomic Layer Deposition	Self-limiting thin-film deposition technique that builds materials one atomic-scale layer at a time.	chemical_vapor_deposition,nanotechnology_early,semiconductors
Modern	chemical_mechanical_planarization	Chemical Mechanical Planarization	Wafer polishing process combining slurry chemistry and mechanical abrasion to flatten multilayer integrated circuits.	advanced_chemistry,precision_mechanics_miniaturization,integrated_circuits
Modern	duv_stepper_lithography	DUV Stepper Lithography	Deep-ultraviolet projection lithography using steppers and scanners to pattern advanced semiconductor layers.	photolithography,lasers,semiconductor_photomasks
Modern	euv_lithography	EUV Lithography	Extreme-ultraviolet lithography using 13.5 nm light to print the smallest high-volume chip features.	duv_stepper_lithography,lasers,plasma_physics
Modern	electronic_design_automation_eda	Electronic Design Automation	Software tools for specifying, simulating, verifying, placing, routing, and checking integrated-circuit designs.	computer_aided_design_cad_software,software_engineering,integrated_circuits
Modern	hardware_description_languages_hdl	Hardware Description Languages	Languages such as Verilog and VHDL for describing, simulating, and synthesizing digital hardware.	software_engineering,integrated_circuits,algorithms_computation_theory
Modern	vlsi_design	VLSI Design	Methodology for designing very-large-scale integrated circuits with thousands to billions of transistors.	integrated_circuits,cmos_logic,electronic_design_automation_eda
Modern	risc_microprocessors	RISC Microprocessors	Processor architectures using simplified instruction sets, pipelining, and compiler support for high-performance chips.	microprocessors_cpu_on_a_chip,algorithms_computation_theory,integrated_circuits
Modern	system_on_chip_soc	System-on-Chip	Integrated circuit that combines processor cores, memory controllers, interfaces, accelerators, and peripherals on one die.	vlsi_design,microprocessors_cpu_on_a_chip,cmos_logic
Modern	dram_memory	DRAM Memory	Dynamic random-access memory storing bits as charge in capacitor cells refreshed by control circuitry.	integrated_circuits,mosfet_transistors,semiconductors
Modern	sram_cache_memory	SRAM Cache Memory	Static memory built from transistor latches for fast on-chip caches and buffers.	integrated_circuits,cmos_logic,microprocessors_cpu_on_a_chip
Modern	semiconductor_process_nodes	Semiconductor Process Nodes	Generations of semiconductor manufacturing defined by device architecture, density, lithography, interconnect, and process design rules.	vlsi_design,duv_stepper_lithography,chemical_mechanical_planarization
Modern	finfet_transistors	FinFET Transistors	Three-dimensional field-effect transistors with fin-shaped channels that improve electrostatic control at small process nodes.	mosfet_transistors,semiconductor_process_nodes,nanotechnology_early
Modern	gate_all_around_nanosheet_transistors	Gate-All-Around Nanosheet Transistors	Transistors whose gates wrap around stacked nanosheet channels for continued logic scaling beyond FinFETs.	finfet_transistors,atomic_layer_deposition,euv_lithography
Modern	backside_power_delivery	Backside Power Delivery	Chip fabrication approach routing power through the back of the wafer to reduce front-side interconnect congestion and voltage droop.	gate_all_around_nanosheet_transistors,semiconductor_process_nodes,chemical_mechanical_planarization
Modern	high_na_euv_lithography	High-NA EUV Lithography	Next-generation EUV lithography with higher numerical-aperture optics for smaller features and reduced multipatterning.	euv_lithography,semiconductor_process_nodes,precision_mechanics_miniaturization
Modern	advanced_semiconductor_packaging_2_5d_3d	Advanced Semiconductor Packaging 2.5D/3D	Integration of multiple dies with interposers, fan-out, wafer bonding, or vertical stacking to improve bandwidth, density, and yield.	integrated_circuits,precision_mechanics_miniaturization,clean_rooms
Modern	through_silicon_vias	Through-Silicon Vias	Vertical electrical connections etched through silicon dies or interposers for dense 3D and 2.5D chip integration.	photolithography,plasma_etching
Modern	high_bandwidth_memory_hbm	High Bandwidth Memory	Stacked DRAM memory using through-silicon vias and very wide interfaces for high-throughput GPUs and accelerators.	dram_memory,through_silicon_vias,advanced_semiconductor_packaging_2_5d_3d
Modern	chiplet_architecture	Chiplet Architecture	Processor design approach that composes multiple smaller dies into one package to improve yield, scaling, and product reuse.	advanced_semiconductor_packaging_2_5d_3d,system_on_chip_soc,high_bandwidth_memory_hbm
Modern	gpu_parallel_processors	GPU Parallel Processors	Highly parallel processors originally built for graphics and later adapted for general-purpose and AI workloads.	computer_graphics_3d,microprocessors_cpu_on_a_chip,vlsi_design
Modern	ai_accelerators	AI Accelerators	Specialized processors optimized for matrix operations, tensor computation, and memory movement in machine-learning workloads.	deep_learning_neural_networks,gpu_parallel_processors,high_bandwidth_memory_hbm
Modern	silicon_photonics_interconnects	Silicon Photonics Interconnects	Optical communication devices integrated with silicon processes to move data between chips, packages, and data-center systems.	semiconductors,lasers,advanced_semiconductor_packaging_2_5d_3d
